"File d'attente no 0"
"Statistique des occupations"	1.0	2.0	3.0	4.0	3.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	0.0	1.0	2.0	1.0	2.0	3.0	3.0	0.0	2.0	0.0	1.0	2.0	3.0	1.0	0.0	1.0	4.0	4.0	0.0	5.0	4.0	6.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	6.0	3.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	4.0	0.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	5.0	1.0	4.0	1.0	0.0	1.0	6.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	4.0	1.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	6.0	5.0	3.0	1.0	23.0	195.0	2065.0	19902.0	178274.0
"Statistique des attentes"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
"Attente maximale [pas de simulation]"	200
"Duree de la simulation en pas"	1000000.0
"Unité de temps de simulation"	0.012
"File d'attente no 2"
"Statistique des occupations"	1.0	3.0	0.0	1.0	0.0	0.0	1.0	6.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	4.0	2.0	3.0	4.0	0.0	2.0	3.0	4.0	3.0	2.0	1.0	1.0	10.0	1.0	2.0	5.0	3.0	3.0	0.0	5.0	3.0	1.0	0.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	4.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	7.0	1.0	0.0	0.0	4.0	1.0	0.0	5.0	1.0	2.0	6.0	1.0	1.0	1.0	0.0	4.0	7.0	0.0	3.0	3.0	2.0	1.0	2.0	0.0	0.0	3.0	3.0	5.0	2.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	2.0	8.0	33.0	266.0	2169.0	19993.0	177000.0
"Statistique des attentes"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"Pertes de la file"	559892.0
"Nombre de depassements de l'attente maximale"	99898.0
"Attente maximale [pas de simulation]"	200
"Duree de la simulation en pas"	1000000.0
"Unité de temps de simulation"	0.012
"File d'attente no 3"
"Statistique des occupations"	0.0	1.0	2.0	1.0	0.0	0.0	2.0	3.0	2.0	1.0	1.0	1.0	3.0	3.0	0.0	1.0	0.0	3.0	2.0	1.0	0.0	4.0	1.0	2.0	2.0	0.0	2.0	2.0	2.0	3.0	5.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	3.0	1.0	1.0	3.0	1.0	9.0	3.0	0.0	4.0	4.0	0.0	1.0	5.0	1.0	4.0	1.0	2.0	0.0	4.0	0.0	2.0	2.0	1.0	1.0	5.0	1.0	3.0	1.0	0.0	3.0	0.0	1.0	0.0	4.0	41.0	267.0	2267.0	19628.0	177873.0
"Statistique des attentes"	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pertes de la file"	559520.0
"Nombre de depassements de l'attente maximale"	99905.0
"Attente maximale [pas de simulation]"	200
"Duree de la simulation en pas"	1000000.0
"Unité de temps de simulation"	0.012
"Statistique cumulée : "
"Statistique des occupations"	2.0	10.0	5.0	7.0	4.0	3.0	6.0	15.0	6.0	4.0	3.0	2.0	4.0	5.0	8.0	4.0	4.0	11.0	7.0	5.0	6.0	10.0	4.0	7.0	10.0	4.0	8.0	4.0	10.0	18.0	10.0	12.0	10.0	10.0	8.0	2.0	9.0	6.0	6.0	13.0	13.0	20.0	3.0	6.0	11.0	5.0	6.0	6.0	7.0	8.0	3.0	6.0	8.0	6.0	4.0	13.0	10.0	10.0	5.0	6.0	2.0	9.0	6.0	3.0	11.0	8.0	15.0	21.0	3.0	9.0	14.0	1.0	10.0	23.0	2.0	9.0	5.0	5.0	6.0	8.0	3.0	8.0	9.0	8.0	12.0	12.0	3.0	5.0	3.0	3.0	6.0	8.0	7.0	8.0	16.0	121.0	990.0	8721.0	79207.0	711654.0
"Statistique des attentes"	3.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0
"Pertes de la file"	2238364.0
"Nombre de depassements de l'attente maximale"	400546.0
"Attente maximale [pas de simulation]"	200
"Duree de la simulation en pas"	1000000.0
"Unité de temps de simulation"	0.012
